% Occupied,% Reported,% Extremely Low Income,% Female Head,% in poverty (Census tract),% minority (Census tract),% Very Low Income,% with disability among Head Spouse Co-head aged 61 years or less,% with disability among Head Spouse Co-head aged 62 years or older,0-1 BedroomUnits,Active Subsidies,City,CountyID,Earliest Start Date,FHA Loan Sub Program Units,FHA Loan Units,FairMarketRent 2BR,GEOID (census dataset 201910121110.csv),GEOID (hud dataset 201910121111.csv),GEOID (nhpd dataset 201910121111.csv),Geoid,HOME Grants,HUD Property ID,Household income per year,Latitude,Longitude,Low Income Housing Tax Credit sub-program,Low Income Housing Tax Credit,Median Income HH,NHPD Property ID,Number of Records,Occupancy Rate,Owner Type,Percent of ELI Households,Property Address,Property Name,Property Status,Rent Burdened H Hs,Rural Rental Housing,Section 8 Housing Units,StateID,State,Subsidized units available,Supportive Housing Elderly,Target Tenant Type,Three Plus Bedroom Units,Total Units,Total Low Income H Hs,TractID,TractName,Two Bedroom Units,Zip
85,100,83,58,9,29,98,98,98,,1,Atlanta,121,7/16/76,,,1660,13121009101,13121009101,13121009101,13121009101,,,12072,33.8093237,-84.395033,,,76981,1038263,1,85,Public Entity,83,2240 Peachtree Rd NW,PEACHTREE ROAD HIGHRISE,Active,504,,,13,GA,197,,,0,196,397,9101,Census Tract 91.01,0,30309-1124
85,100,83,58,9,29,98,98,98,0,1,Atlanta,121,1/1/16,,,1660,13121009101,13121009101,13121009101,13121009101,,,12072,33.8093237,-84.395033,,0,76981,1129978,1,,,,1718 Peachtree St NW,MECHANICSVILLE SCATTERED SITES,Active,504,,,13,GA,197,,,0,74,397,9101,Census Tract 91.01,0,30309-2452
96,99,79,43,20,51,96,85,46,,1,Atlanta,121,6/30/76,,,1540,13121009200,13121009200,13121009200,13121009200,,,12747,33.8122786,-84.3618468,,,65957,1038264,1,100,Public Entity,81,2170 Cheshire Bridge Rd NE,CHESHIRE BRIDGE ROAD HIGHRISE,Active,1216,,,13,GA,199,,,0,162,960,9200,Census Tract 92,,30324-5705
98,100,91,57,14,51,100,91,50,,1,Atlanta,121,5/30/80,,,1540,13121009403,13121009403,13121009403,13121009403,,,10798,33.8315945,-84.3599075,,,45102,1038266,1,99,Public Entity,92,760 Sidney Marcus Blvd NE,MARIAN ROAD HIGHRISE,Active,1434,,,13,GA,254,,Eldery or Disabled,0,240,1207,9403,Census Tract 94.03,0,30324-3156
86,97,64,67,11,28,96,38,6,330,4,Atlanta,121,12/1/99,342,54,1490,13121009502,13121009502,13121009502,13121009502,,800222372,14640,33.8419877,-84.3860683,,307,89298,1037892,1,90,Multiple,67,2911 Pharr Court South NW,CAMPBELL STONE APARTMENTS,Active,478,,106,13,GA,596,,Elderly,,342,383,9502,Census Tract 95.02,12,30305-2172
86,97,64,67,11,28,96,38,6,195,2,Atlanta,121,1/1/13,,196,1490,13121009502,13121009502,13121009502,13121009502,,800004667,14640,33.8419877,-84.3860683,,,89298,1002217,1,95,Non-Profit,55,2820 Peachtree Rd NW,CATHEDRAL TOWERS,Active,478,,195,13,GA,596,,Elderly,0,196,383,9502,Census Tract 95.02,0,30305-2935
97,100,57,67,8,34,98,50,3,92,2,Atlanta,121,9/1/69,,,1490,13121009603,13121009603,13121009603,13121009603,,800004608,14419,33.8343705,-84.3757572,,,75987,1037850,1,100,Non-profit,53,479 E Paces Ferry Rd NE Ofc,CALVIN COURT,Active,755,,92,13,GA,106,92,Elderly,,241,596,9603,Census Tract 96.03,,30305-3311
94,99,56,73,4,6,91,15,2,60,1,Atlanta,121,8/31/18,,,1510,13121009801,13121009801,13121009801,13121009801,,800064660,15578,33.8391503,-84.4145464,,,105536,1018449,1,99,Non-Profit,65,3150 Howell Mill Rd NW,ZABAN TOWER,Active,368,,60,13,GA,302,,Elderly,0,60,312,9801,Census Tract 98.01,0,30327-2108
94,99,56,73,4,6,91,15,2,7,1,Atlanta,121,1/1/15,,,1510,13121009801,13121009801,13121009801,13121009801,,800004606,15578,33.8391503,-84.4145464,,,105536,1037870,1,,Non-Profit,,3095 Margaret Mitchell Dr NW,ATLANTA GROUP HOME,Active,368,,7,13,GA,302,,Disabled,,8,312,9801,Census Tract 98.01,,30327-1615
94,99,56,73,4,6,91,15,2,192,2,Atlanta,121,12/1/05,,200,1510,13121009801,13121009801,13121009801,13121009801,,800005010,15578,33.8391503,-84.4145464,,,105536,1037933,1,94,Non-Profit,47,3160 Howell Mill Rd NW,JEWISH TOWER,Active,368,,200,13,GA,302,,Elderly,0,200,312,9801,Census Tract 98.01,8,30327-2111
78,93,87,62,5,22,99,91,46,206,0,Atlanta,121,1/31/77,,,1300,13121010001,13121010001,13121010001,13121010001,,,12211,33.8625134,-84.3754032,,,103894,1038265,1,,Public Entity,,3601 Piedmont Rd NE,PIEDMONT SENIOR TOWER,Inconclusive,359,,,13,GA,273,,,0,208,257,10001,Census Tract 100.01,1,30305-1436
97,100,46,78,15,33,87,94,6,189,1,Atlanta,121,3/30/79,,,1430,13121010110,13121010110,13121010110,13121010110,,800004658,17718,33.9205401,-84.3632092,,,70456,1037872,1,97,Non-profit,44,350 Carpenter Dr,"CAMPBELL STONE  NORTH APARTMENTS, INC            ",Active,922,,197,13,GA,191,,Elderly,0,197,779,10110,Census Tract 101.10,8,30328-3364
82,100,87,66,4,21,100,93,20,0,2,Sandy Springs,121,1/1/15,,,1430,13121010205,13121010205,13121010205,13121010205,,,10799,33.9194128,-84.4006248,0,,111103,1104647,1,,,,144 Allen Rd,STERLING PLACE,Active,200,,,13,GA,57,,,0,100,172,10205,Census Tract 102.05,0,30328-4861
100,100,93,62,8,46,100,-1,-1,125,1,Atlanta,121,8/27/85,,,1300,13121010208,13121010208,13121010208,13121010208,,800005008,9208,33.9897059,-84.3662291,,,56897,1037924,1,100,Profit Motivated,93,8450 Roswell Rd,THE HELLENIC TOWER,Active,887,,125,13,GA,125,,Elderly,0,125,701,10208,Census Tract 102.08,0,30350-2836
-4,-4,-4,-4,-4,-4,-4,-4,-4,,1,Atlanta,121,1/31/81,,,1300,13121010212,13121010212,13121010212,13121010212,,,-4,33.9021495,-84.3842886,,,52270,1038426,1,,Public Entity,,151 W Belle Isle Rd,ALLEN ROAD MIDRISE,Active,666,,,13,GA,13,,,,9,623,10212,Census Tract 102.12,,30342-2527
83,100,67,84,7,91,95,17,20,0,4,Fairburn,121,1/1/16,,150,1106,13121010301,13121010301,13121010301,13121010301,140,800239986,15444,33.6369797,-84.6514351,,0,65340,1023826,1,,Public Entity,,5095 Southwood Rd,PROVIDENCE AT PARKWAY VILLAGE,Active,1075,,,13,GA,559,,Family,0,150,908,10301,Census Tract 103.01,0,30213-2239
83,100,67,84,7,91,95,17,20,0,4,Fairburn,121,1/1/11,,150,1106,13121010301,13121010301,13121010301,13121010301,,800227739,15444,33.6369797,-84.6514351,0,0,65340,1038711,1,97,Multiple,59,5151 Thompson Rd,WOODBRIDGE AT PARKWAY VILLAGE,Active,1075,,,13,GA,559,,Eldery or Disabled,0,150,908,10301,Census Tract 103.01,0,30213
83,100,67,84,7,91,95,17,20,,2,Fairburn,121,1/1/09,,,1106,13121010301,13121010301,13121010301,13121010301,,,15444,33.6369797,-84.6514351,,292,65340,1038790,1,96,Multiple,71,5150 Thompson Rd,ARCADIA AT PARKWAY VILLAGE,Active,1075,,,13,GA,559,,,,292,908,10301,Census Tract 103.01,,30213-7700
83,100,67,84,7,91,95,17,20,60,1,Atlanta,121,1/1/01,,,1106,13121010301,13121010301,13121010301,13121010301,,,15444,33.6369797,-84.6514351,,226,65340,1038513,1,,For Profit,,7350 Campbellton Rd SW Apt 1214,RIVERVIEW APARTMENTS,Active,1075,,,13,GA,559,,,36,240,908,10301,Census Tract 103.01,132,30331-8186
81,100,60,83,9,99,89,20,17,,1,Atlanta,121,1/1/05,,,1090,13121010303,13121010303,13121010303,13121010303,,,18192,33.7082359,-84.5754911,,224,63209,1038601,1,,For Profit,,1104 Westchase Ln SW,WESTCHASE PARK,Active,779,,,13,GA,156,,,,224,650,10303,Census Tract 103.03,,30336-4407
81,100,60,83,9,99,89,20,17,47,1,Atlanta,121,9/1/18,,,1090,13121010303,13121010303,13121010303,13121010303,,800004668,18192,33.7082359,-84.5754911,,,63209,1037940,1,85,Non-Profit,74,2973 Butner Rd SW,"CATHOLIC RETIREMENT FACILITIES, INC              ",Active,779,,47,13,GA,156,,Elderly,0,47,650,10303,Census Tract 103.03,0,30331-7882
90,100,79,90,16,59,96,21,42,,3,Fairburn,121,2/9/11,,,890,13121010400,13121010400,13121010400,13121010400,1,,13613,33.5546062,-84.7260797,,,50294,1039398,1,,,,7825 Hobgood Rd,FULTON 1999 ACQ TAPESTRY II,Active,446,,,13,GA,74,,,,4,366,10400,Census Tract 104,,30213
90,100,79,90,16,59,96,21,42,,1,Palmetto,121,6/30/60,,,890,13121010400,13121010400,13121010400,13121010400,,,13613,33.5546062,-84.7260797,,,50294,1039328,1,100,Public Entity,85,201 Beckman St,PALMETTO HA,Active,446,,,13,GA,74,,,,20,366,10400,Census Tract 104,,30268
90,100,79,90,16,59,96,21,42,12,1,Palmetto,121,12/17/87,,,890,13121010400,13121010400,13121010400,13121010400,,,13613,33.5546062,-84.7260797,,,50294,1121024,1,,Limited Profit,,600 Carlton Rd,PINE GROVE APARTMENTS,Active,446,,,13,GA,74,,Family,,30,366,10400,Census Tract 104,18,30268-1068
90,100,79,90,16,59,96,21,42,,2,Palmetto,121,1/1/98,,,890,13121010400,13121010400,13121010400,13121010400,118,,13613,33.5546062,-84.7260797,,118,50294,1038455,1,,Multiple,,9100 Cascade Palmetto Hwy,GENESIS GARDENS,Active,446,,,13,GA,74,,,50,118,366,10400,Census Tract 104,38,30268-8601
88,100,73,90,19,92,95,20,29,50,1,Fairburn,121,1/1/03,,,1106,13121010510,13121010510,13121010510,13121010510,,,14529,33.5485986,-84.544354,,218,38223,1038570,1,,For Profit,,5500 Oakley Industrial Blvd,ORCHARD SPRINGS,Active,3145,,,13,GA,349,,,52,130,2784,10510,Census Tract 105.10,118,30213-6025
88,100,73,90,19,92,95,20,29,76,2,Union City,121,11/1/05,,76,1106,13121010510,13121010510,13121010510,13121010510,,800004685,14529,33.5485986,-84.544354,,,38223,1037945,1,94,Non-Profit,78,7601 Lester Rd,CC ESTATES/ MILLER MANOR,Active,3145,,76,13,GA,349,,Elderly,0,76,2784,10510,Census Tract 105.10,0,30291-2385
88,100,73,90,19,92,95,20,29,20,2,Union City,121,11/1/05,,20,1106,13121010510,13121010510,13121010510,13121010510,,800004767,14529,33.5485986,-84.544354,,,38223,1037834,1,98,Non-Profit,70,7505 Lester Rd,CC/GARDEN TERRACE,Active,3145,,20,13,GA,349,,Elderly,0,20,2784,10510,Census Tract 105.10,0,30291-2355
91,100,79,91,15,97,95,11,61,16,3,Atlanta,121,1/1/02,,150,1030,13121010511,13121010511,13121010511,13121010511,,800004794,10764,33.6142836,-84.5127163,,150,58173,1038004,1,93,Multiple,91,4900 Delano Rd,HICKORY PARK APARTMENTS,Active,617,,142,13,GA,207,,Family,24,150,415,10511,Census Tract 105.11,110,30349-2640
84,100,71,94,27,96,97,21,69,,1,Union City,121,10/31/60,,,950,13121010512,13121010512,13121010512,13121010512,,,14305,33.5930211,-84.539209,,,30819,1038414,1,100,Public Entity,63,4859 Jonesboro Rd,UNION CITY HA,Active,1880,,,13,GA,96,,,,16,1520,10512,Census Tract 105.12,,30291-1979
84,100,71,94,27,96,97,21,69,,1,Union City,121,1/1/95,,,950,13121010512,13121010512,13121010512,13121010512,,,14305,33.5930211,-84.539209,,110,30819,1038316,1,,For Profit,,6355 Oakley Rd,MAPLEWOOD PARK,Active,1880,,,13,GA,96,,,,80,1520,10512,Census Tract 105.12,,30291-1547
84,100,71,94,17,92,91,19,73,,1,Fairburn,121,8/31/60,,,950,13121010513,13121010513,13121010513,13121010513,,,16175,33.5920259,-84.5606039,,,43931,1039317,1,100,Public Entity,75,112 Pine St NE,FAIRBURN HA,Active,1629,,,13,GA,167,,,,24,1440,10513,Census Tract 105.13,,30213
84,100,71,94,17,92,91,19,73,12,1,Union City,121,12/1/18,,,950,13121010513,13121010513,13121010513,13121010513,,800004950,16175,33.5920259,-84.5606039,,,43931,1037819,1,,Non-Profit,,5074 Dixie Lake Rd,SOUTH FULTON HOMES INC,Active,1629,,12,13,GA,167,,Disabled,,12,1440,10513,Census Tract 105.13,,30291-1366
88,100,70,93,8,86,88,14,90,0,2,Fairburn,121,1/1/15,,,1000,13121010514,13121010514,13121010514,13121010514,,,16241,33.5719685,-84.6116356,0,88,56991,1104644,1,,,,155 W Broad St,MANOR AT BROAD STREET,Active,1260,,,13,GA,64,,,0,88,1060,10514,Census Tract 105.14,0,30213-1333
94,100,65,89,14,85,98,20,6,110,2,Union City,121,1/1/06,,110,1250,13121010515,13121010515,13121010515,13121010515,,800004684,14856,33.5507439,-84.4935426,,,43316,1037921,1,98,Non-Profit,63,7340 Lester Rd,CC/LARRY MOORE MANOR,Active,716,,110,13,GA,248,,Elderly,0,110,588,10515,Census Tract 105.15,0,30291-2390
94,100,65,89,14,85,98,20,6,85,2,Union City,121,1/1/06,,85,1250,13121010515,13121010515,13121010515,13121010515,,800004683,14856,33.5507439,-84.4935426,,,43316,1037881,1,96,Non-Profit,67,7290 Lester Rd,CC/SPARKS MANOR,Active,716,,85,13,GA,248,,Elderly,0,85,588,10515,Census Tract 105.15,0,30291-2377
96,100,83,84,39,70,94,22,39,,1,College Park,121,2/28/72,,,940,13121010601,13121010601,13121010601,13121010601,,,11590,33.6610333,-84.4572758,,,29786,1038686,1,96,Public Entity,82,1984 Princeton Ave,COLLEGE VIEW HILLS,Active,995,,,13,GA,255,,,,258,681,10601,Census Tract 106.01,,30337
90,100,78,68,37,98,97,32,86,16,1,College Park,121,1/1/01,,,940,13121010603,13121010603,13121010603,13121010603,,,11239,33.6454932,-84.4694417,,83,29066,1038517,1,,For Profit,,4060 Herschel Rd,VILLAGE OF COLLEGE PARK,Active,1081,,,13,GA,35,,,16,104,941,10603,Census Tract 106.03,51,30337-4536
92,100,69,92,43,95,95,15,54,,1,East Point,121,5/31/72,,,1080,13121011000,13121011000,13121011000,13121011000,,,14387,33.6742763,-84.4270054,,,27344,1039177,1,97,Public Entity,58,1344 Holcomb Ave,OJ HURD,Active,577,,,13,GA,209,,,,34,451,11000,Census Tract 110,,30344
92,100,69,92,43,95,95,15,54,,1,East Point,121,4/30/65,,,1080,13121011000,13121011000,13121011000,13121011000,,,14387,33.6742763,-84.4270054,,,27344,1039179,1,91,Public Entity,71,1022 Calhoun Ave,MARTEL HOMES,Active,577,,,13,GA,209,,,,146,451,11000,Census Tract 110,,30344-4304
92,100,69,92,43,95,95,15,54,,1,East Point,121,5/24/07,,,1080,13121011000,13121011000,13121011000,13121011000,93,,14387,33.6742763,-84.4270054,,,27344,1038034,1,,,,2834 Norman Berry Dr,NORMAN BERRY VILLAGE SENIOR RESIDENCES,Active,577,,,13,GA,209,,,,93,451,11000,Census Tract 110,,30344
92,100,69,92,43,95,95,15,54,48,1,East Point,121,1/1/06,,,1080,13121011000,13121011000,13121011000,13121011000,,,14387,33.6742763,-84.4270054,,93,27344,1038782,1,,For Profit,,2840 Norman Berry Dr,NORMAN BERRY VILLAGE SENIOR RESIDENCES,Active,577,,,13,GA,209,,,,119,451,11000,Census Tract 110,71,30344-3523
80,97,73,68,6,64,98,20,18,,2,East Point,121,1/1/12,,101,1080,13121011100,13121011100,13121011100,13121011100,,800233360,13332,33.6880886,-84.4272234,,101,51848,1038776,1,,For Profit,,1311 Cleveland Ave,GATEWAY EAST POINT,Active,413,,,13,GA,148,,Elderly,,101,364,11100,Census Tract 111,,30344-3400
92,100,77,84,30,84,98,30,52,,1,East Point,121,1/1/05,,,1080,13121011201,13121011201,13121011201,13121011201,,,12714,33.6923449,-84.4436883,,258,35470,1038780,1,,For Profit,,1932 Stanton Rd,VILLAGE HIGHLANDS APARTMENTS,Active,857,,,13,GA,73,,,,258,752,11201,Census Tract 112.01,,30344-1329
92,100,77,84,30,84,98,30,52,,2,East Point,121,1/1/00,,,1080,13121011201,13121011201,13121011201,13121011201,64,,12714,33.6923449,-84.4436883,,,35470,1106765,1,,,,2360 Delowe Dr,DELOWE VILLAGE APARTMENTS,Active,857,,,13,GA,73,,,,64,752,11201,Census Tract 112.01,,30344
92,100,77,84,30,84,98,30,52,,1,East Point,121,1/1/99,,,1080,13121011201,13121011201,13121011201,13121011201,,,12714,33.6923449,-84.4436883,,,35470,1038778,1,,,,1900 Stanton Delowe Connector,HIDDEN COVE,Active,857,,,13,GA,73,,,,164,752,11201,Census Tract 112.01,,30344-1274
92,100,77,84,30,84,98,30,52,0,1,East Point,121,1/1/93,,,1080,13121011201,13121011201,13121011201,13121011201,,,12714,33.6923449,-84.4436883,0,1,35470,1038234,1,,,,1888 Connally Dr,MARIETTA-COBB WINTER SHELTER,Active,857,,,13,GA,73,,,0,1,752,11201,Census Tract 112.01,0,30344-1210
92,100,57,95,15,87,86,10,-1,61,1,East Point,121,1/1/96,,,1080,13121011301,13121011301,13121011301,13121011301,,,18396,33.6891521,-84.4681656,,84,51148,1038341,1,,Non-Profit,,2327 Delowe Dr,DELOWE PLACE COOPERATIVE,Active,151,,,13,GA,15,,,,85,98,11301,Census Tract 113.01,23,30344-2100
87,100,78,58,21,95,95,33,61,,1,Atlanta,121,1/1/91,,,1080,13121011303,13121011303,13121011303,13121011303,,,11987,33.6689408,-84.4807378,,10,45000,1038522,1,,For Profit,,1034 Washington Rd,BETHEL HEIGHTS,Active,1541,,,13,GA,127,,,,10,1345,11303,Census Tract 113.03,,30344
92,100,67,88,35,98,94,31,21,0,2,East Point,121,1/1/06,,,1080,13121011305,13121011305,13121011305,13121011305,,,13503,33.6476996,-84.4912744,276,0,25823,1038784,1,,For Profit,,2900 Laurel Ridge Way,LEYLAND POINTE APARTMENTS FKA LAUREL RIDGE,Active,1873,,,13,GA,78,,,0,276,1465,11305,Census Tract 113.05,0,30344-6209
92,100,67,88,35,98,94,31,21,74,1,East Point,121,1/1/05,,,1080,13121011305,13121011305,13121011305,13121011305,,,13503,33.6476996,-84.4912744,,281,25823,1037982,1,,For Profit,,4135 Washington Rd,EAGLES CRESTE APARTMENTS,Active,1873,,,13,GA,78,,,32,284,1465,11305,Census Tract 113.05,178,30344
92,100,67,88,35,98,94,31,21,,1,East Point,121,1/1/04,,,1080,13121011305,13121011305,13121011305,13121011305,,,13503,33.6476996,-84.4912744,,,25823,1037984,1,,For Profit,,3255 Chestnut Dr,ROBBINS CRESTE APARTMENTS,Active,1873,,,13,GA,78,,,,160,1465,11305,Census Tract 113.05,,30344-7031
92,100,67,88,35,98,94,31,21,371,1,East Point,121,1/1/97,,,1080,13121011305,13121011305,13121011305,13121011305,,,13503,33.6476996,-84.4912744,,202,25823,1038397,1,,For Profit,,3200 Desert Dr,REGENCY PARK/COLONY 2000,Active,1873,,,13,GA,78,,,150,800,1465,11305,Census Tract 113.05,279,30344-8022
92,100,67,88,35,98,94,31,21,154,1,Atlanta,121,1/1/96,,,1080,13121011305,13121011305,13121011305,13121011305,,,13503,33.6476996,-84.4912744,,293,25823,1038355,1,,For Profit,,3200 Lakeview Pl,NU DIMENSIONS APARTMENTS,Active,1873,,,13,GA,78,,,,326,1465,11305,Census Tract 113.05,172,30337-3871
87,100,81,81,20,98,97,38,60,16,1,Atlanta,121,1/1/06,,,1030,13121011306,13121011306,13121011306,13121011306,,,12239,33.6389921,-84.50339,,142,34907,1038014,1,,Non-Profit,,4500 Washington Rd,COVE AT RED OAK,Active,604,,,13,GA,47,,Family,56,144,475,11306,Census Tract 113.06,72,30344
85,97,78,76,16,52,98,50,81,,1,Roswell,121,5/5/11,,,1240,13121011405,13121011405,13121011405,13121011405,3,,12755,34.0201892,-84.3498247,,,63890,1039504,1,,,,195 Opal Dr,,Active,869,,,13,GA,199,,,,3,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,,1,Roswell,121,10/18/05,,,1240,13121011405,13121011405,13121011405,13121011405,2,,12755,34.0201892,-84.3498247,,,63890,1039494,1,,,,101 Millbrook Cir,FUL 96/98 ACQ-101 MILLBROOK CIRCLE-HINF,Active,869,,,13,GA,199,,,,2,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,,1,Roswell,121,3/6/13,,,1240,13121011405,13121011405,13121011405,13121011405,2,,12755,34.0201892,-84.3498247,,,63890,1039502,1,,,,160 Millbrook Cir,,Active,869,,,13,GA,199,,,,2,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,,1,Roswell,121,10/18/05,,,1240,13121011405,13121011405,13121011405,13121011405,2,,12755,34.0201892,-84.3498247,,,63890,1039500,1,,,,113 Millbrook Cir,HOUSING INITIATIVES OF NORTH FULTON,Active,869,,,13,GA,199,,,,2,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,,1,Roswell,121,12/22/05,,,1240,13121011405,13121011405,13121011405,13121011405,2,,12755,34.0201892,-84.3498247,,,63890,1039498,1,,,,109 Millbrook Cir,HIONF - 109 MILLBROOK CIRCLE,Active,869,,,13,GA,199,,,,2,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,,1,Roswell,121,10/6/05,,,1240,13121011405,13121011405,13121011405,13121011405,2,,12755,34.0201892,-84.3498247,,,63890,1039496,1,,,,107 Millbrook Cir,HOUSING INITIATIVE OF NORTH FULTON,Active,869,,,13,GA,199,,,,2,869,11405,Census Tract 114.05,,30075
85,97,78,76,16,52,98,50,81,6,3,Roswell,121,5/1/16,,102,1240,13121011405,13121011405,13121011405,13121011405,,800241874,12755,34.0201892,-84.3498247,,0,63890,1002394,1,,Profit Motivated,,739 Myrtle St,THE VERANDA AT GROVEWAY,Active,869,,8,13,GA,199,,Family & Elderly,0,102,869,11405,Census Tract 114.05,2,30075-4521
85,97,78,76,16,52,98,50,81,49,1,Roswell,121,11/1/15,,,1240,13121011405,13121011405,13121011405,13121011405,,800242652,12755,34.0201892,-84.3498247,,,63890,1039219,1,91,Non-Profit,86,199 Grove Way,PELFREY PINES,Active,869,,95,13,GA,199,,,17,95,869,11405,Census Tract 114.05,29,30075-6500
-4,-4,-4,-4,-4,-4,-4,-4,-4,5,2,Roswell,121,10/22/93,,,1280,13121011416,13121011416,13121011416,13121011416,,800004880,-4,34.0649975,-84.3455864,,,103813,1038101,1,,Non-profit,,805 E Hembree Xing,NORTH METRO GROUP HOMES ASSN INC,Active,112,,5,13,GA,5,5,Disabled,,6,112,11416,Census Tract 114.16,,30076-1106
-4,-4,-4,-4,-4,-4,-4,-4,-4,,1,Roswell,121,1/1/05,,,1280,13121011420,13121011420,13121011420,13121011420,,,-4,34.0332055,-84.3232629,,,41275,1038942,1,,For Profit,,1000 Holcomb Bridge Rd,PARK RIDGE APARTMENTS,Active,1333,,,13,GA,3,,,,508,1278,11420,Census Tract 114.20,,30076-1956
-4,-4,-4,-4,-4,-4,-4,-4,-4,,1,Roswell,121,11/3/06,,,1280,13121011421,13121011421,13121011421,13121011421,1,,-4,34.0405266,-84.332837,,,47428,1039506,1,,,,265 Roswell Commons Cir,ROSWELL 98 ACQ RENTAL,Active,795,,,13,GA,1,,,,1,735,11421,Census Tract 114.21,,30076
-1,-1,-1,-1,-1,-1,-1,-1,-1,20,3,Alpharetta,121,1/1/95,,100,1350,13121011610,13121011610,13121011610,13121011610,,800238639,-1,34.0860327,-84.3156872,99,99,102656,1038325,1,,For Profit,,1465 Mid Broadwell Rd,SADDLE CREEK APARTMENTS,Active,212,,,13,GA,-1,,Family,20,100,202,11610,Census Tract 116.10,59,30004-1191
95,100,76,63,7,48,99,95,2,100,2,Alpharetta,121,8/26/88,,,1380,13121011611,13121011611,13121011611,13121011611,,800004707,12090,34.0571527,-84.3084635,,,59095,1023224,1,100,Non-Profit,76,555 Janis Ln,DOGWOOD SQUARE,Active,1240,,100,13,GA,115,100,Elderly,0,100,1114,11611,Census Tract 116.11,0,30009-7900
95,100,76,63,7,48,99,95,2,12,3,Roswell,121,7/28/82,,,1380,13121011611,13121011611,13121011611,13121011611,,800004934,12090,34.0571527,-84.3084635,,,59095,1023238,1,,Non-Profit,,1200 Old Ellis Rd,SOUTH METRO HOMES INC,Active,1240,,10,13,GA,115,10,Disabled,0,15,1114,11611,Census Tract 116.11,0,30076-3850
-4,-4,-4,-4,-4,-4,-4,-4,-4,19,3,Johns Creek,121,1/1/12,,90,1400,13121011626,13121011626,13121011626,13121011626,,800234980,-4,34.0618554,-84.1874179,90,,94803,1038877,1,,,,11340 Medlock Bridge Rd,HERITAGE AT JOHNS CREEK WALK,Active,570,,,13,GA,1,,Family,0,90,454,11626,Census Tract 116.26,71,30097-2031
78,93,62,91,47,90,94,18,100,,1,Atlanta,121,11/19/15,,,1130,13121011800,13121011800,13121011800,13121011800,8,,16392,33.7708994,-84.4087872,,,16087,1127388,1,,,,630 Cameron M Alexander Blvd NW,,Active,960,,,13,GA,72,,,,8,514,11800,Census Tract 118,,30318-8546
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,12/31/10,,,1290,13121011900,13121011900,13121011900,13121011900,1,,13780,33.7538839,-84.3825135,,,26032,1039224,1,,,,68 Mitchell St SW,RECONCILIATION ADJUSTMENT,Active,1623,,,13,GA,778,,,,1,1186,11900,Census Tract 119,,30303
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,6/2/10,,,1290,13121011900,13121011900,13121011900,13121011900,25,,13780,33.7538839,-84.3825135,,,26032,1039230,1,,,,86 Pryor St SW,URFA MULTI-FAMILY RENTAL HOUSING,Active,1623,,,13,GA,778,,,,192,1186,11900,Census Tract 119,,30303
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,12/31/10,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,,26032,1039100,1,96,Public Entity,69,322 Decatur St SE,ASHLEY AUBURN POINTE I (GRADY III),Active,1623,,,13,GA,778,,,,54,1186,11900,Census Tract 119,,30312
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,10/20/16,,,1290,13121011900,13121011900,13121011900,13121011900,40,,13780,33.7538839,-84.3825135,,,26032,1127384,1,,,,133 Peachtree St NE,,Active,1623,,,13,GA,778,,,,40,1186,11900,Census Tract 119,,30303-1804
82,95,76,49,38,73,96,44,35,54,3,Atlanta,121,1/1/13,,150,1290,13121011900,13121011900,13121011900,13121011900,,800235326,13780,33.7538839,-84.3825135,,150,26032,1039551,1,100,Public Entity,67,100 Bell St SE,ASHLEY AUBURN POINTE II,Active,1623,,,13,GA,778,,Family,14,150,1186,11900,Census Tract 119,82,30312
82,95,76,49,38,73,96,44,35,,2,Atlanta,121,1/1/11,,102,1290,13121011900,13121011900,13121011900,13121011900,,800233006,13780,33.7538839,-84.3825135,,102,26032,1038581,1,,For Profit,,315 Tanner St SE,VERANDA AT AUBURN POINTE III,Active,1623,,,13,GA,778,,Elderly,,102,1186,11900,Census Tract 119,,30312-1739
82,95,76,49,38,73,96,44,35,0,5,Atlanta,121,1/1/08,,124,1290,13121011900,13121011900,13121011900,13121011900,,800223622,13780,33.7538839,-84.3825135,98,124,26032,1038528,1,100,Multiple,95,115 Hilliard St SE,VERANDA AT AUBURN POINT,Active,1623,,,13,GA,778,,Elderly,0,124,1186,11900,Census Tract 119,0,30312-7001
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,1/1/04,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,271,26032,1038593,1,,For Profit,,49 Boulevard SE,THE AUBURN GLENN APARTMENTS,Active,1623,,,13,GA,778,,,,271,1186,11900,Census Tract 119,,30312-1858
